NAME,CATEGORY,PROVINCE,LAT,LON,DESCRIPTION
Talk cafe,Quán Cà phê / Check-in,Việt Nam,17.476442,106.622182,Quán Cà phê / Check-in tại Hô Xuân Hương
The Risu Specialty Coffee,Quán Cà phê / Check-in,Việt Nam,13.769204,109.222983,Quán Cà phê / Check-in tại Phạm Hùng
Vườn Nho Mekong Farm,Quán Cà phê / Check-in,Cần Thơ,10.001763,105.773618,Quán Cà phê / Check-in tại Trần Hoàng Na
XÓM MỚI GARDEN ĐÀ NẴNG (씀모이가든 다낭),Nhà hàng ẩm thực,Việt Nam,16.063515,108.223242,Nhà hàng ẩm thực tại Đường Trần Phú
BILL THANH,Quán Cà phê / Check-in,Hà Nội,21.198608,105.846435,Quán Cà phê / Check-in tại Ngõ 1 - Đường Lương Thực
Hà Đăng Mart,Chợ truyền thống,Hà Nội,21.015165,105.782543,Chợ truyền thống tại Hà Nội
Khách sạn Anh Đào Tam Đảo,Khách sạn / Nghỉ dưỡng,Việt Nam,21.454432,105.645944,Khách sạn / Nghỉ dưỡng tại Việt Nam
Camellia Luxury Hotel Tam Đảo,Khách sạn / Nghỉ dưỡng,Việt Nam,21.456568,105.645257,Khách sạn / Nghỉ dưỡng tại Việt Nam
Wildbird Tram Chim Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,10.684782,105.556321,Khách sạn / Nghỉ dưỡng tại Việt Nam
KDL Anh Vũ Sơn,Điểm tham quan du lịch,Việt Nam,10.609049,104.999298,Điểm tham quan du lịch tại TL. 948
Khu Trưng bày Tội ác Chiến tranh của Poltpot,Bảo tàng văn hóa,Việt Nam,10.499205,104.908351,Bảo tàng văn hóa tại TL. 955B
Đá Ba Chồng,Điểm tham quan du lịch,Việt Nam,11.190788,107.348401,Điểm tham quan du lịch tại Quốc lộ 20
Làng bún Cẩm Thạch,Điểm tham quan du lịch,Việt Nam,16.845572,107.087498,Điểm tham quan du lịch tại Việt Nam
Làng mây tre đan Bao La,Điểm tham quan du lịch,Việt Nam,16.539455,107.470935,Điểm tham quan du lịch tại Việt Nam
Làng cổ Phước Tích,Điểm tham quan du lịch,Việt Nam,16.638236,107.30994,Điểm tham quan du lịch tại Việt Nam
"chợ Cầu - nghề làm bánh đã, bánh ướt",Điểm tham quan du lịch,Việt Nam,18.078687,106.301118,Điểm tham quan du lịch tại Việt Nam
Làng nồi đất Trù Sơn,Điểm tham quan du lịch,Việt Nam,18.816332,105.434609,Điểm tham quan du lịch tại Việt Nam
Làng bánh đa Việt Xuyên,Điểm tham quan du lịch,Việt Nam,18.390199,105.796095,Điểm tham quan du lịch tại Việt Nam
Làng hương Đông Khê,Điểm tham quan du lịch,Việt Nam,19.88435,105.810769,Điểm tham quan du lịch tại Việt Nam
Làng nghề đúc đồng Chè Đông,Điểm tham quan du lịch,Việt Nam,19.851396,105.680923,Điểm tham quan du lịch tại Việt Nam
Làng nghề trống Đọi Tam,Điểm tham quan du lịch,Việt Nam,20.579444,105.97572,Điểm tham quan du lịch tại Việt Nam
Làng cá kho Nhân Hậu,Điểm tham quan du lịch,Việt Nam,20.478279,106.154492,Điểm tham quan du lịch tại Việt Nam
Làng nghề phở Vân Cù,Điểm tham quan du lịch,Việt Nam,20.293458,106.164463,Điểm tham quan du lịch tại Việt Nam
Làng nghề phở Giao Cù,Điểm tham quan du lịch,Việt Nam,20.295457,106.170077,Điểm tham quan du lịch tại Việt Nam
Khách Sạn Hiệp Sĩ Lý Sơn,Khách sạn / Nghỉ dưỡng,Quảng Ngãi,15.379881,109.097312,Khách sạn / Nghỉ dưỡng tại Quảng Ngãi
Cocoon Old Quater Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,21.036094,105.85245,Khách sạn / Nghỉ dưỡng tại Việt Nam
Thịnh Hưng Palmy Villa,Khách sạn / Nghỉ dưỡng,Việt Nam,15.880772,108.352014,Khách sạn / Nghỉ dưỡng tại Việt Nam
Gia Phước,Khách sạn / Nghỉ dưỡng,Việt Nam,15.879508,108.351913,Khách sạn / Nghỉ dưỡng tại Việt Nam
Belle Étoile Homestay,Homestay du lịch,Việt Nam,15.880979,108.353831,Homestay du lịch tại Việt Nam
KS Tài nguyên Môi trường,Khách sạn / Nghỉ dưỡng,Việt Nam,19.740889,105.904186,Khách sạn / Nghỉ dưỡng tại Đường Hồ Xuân Hương
Làng mộc Gia Độ,Điểm tham quan du lịch,Việt Nam,16.844012,107.128952,Điểm tham quan du lịch tại Việt Nam
cầu ngói,Điểm ngắm cảnh thiên nhiên,Việt Nam,16.555689,107.468554,Điểm ngắm cảnh thiên nhiên tại Việt Nam
Làng rèn Hiền Lương,Điểm tham quan du lịch,Việt Nam,16.55827,107.469126,Điểm tham quan du lịch tại Việt Nam
Nghề đàn lát thôn Nam Giang,Điểm tham quan du lịch,Việt Nam,18.384804,105.84834,Điểm tham quan du lịch tại Việt Nam
Mây tre đàn Thọ Đơn,Điểm tham quan du lịch,Việt Nam,17.750147,106.446291,Điểm tham quan du lịch tại Việt Nam
Nước mắm Vạn Phần,Điểm tham quan du lịch,Việt Nam,19.02197,105.599413,Điểm tham quan du lịch tại Việt Nam
Làng điêu khắc đá Nhồi,Điểm tham quan du lịch,Việt Nam,19.795717,105.749116,Điểm tham quan du lịch tại Việt Nam
Làng nghề dệt nhiễu Hồng Đô,Điểm tham quan du lịch,Việt Nam,19.872504,105.692116,Điểm tham quan du lịch tại Việt Nam
Làng mộc Phúc Lộc,Điểm tham quan du lịch,Việt Nam,20.23346,105.981361,Điểm tham quan du lịch tại Việt Nam
Làng thêu An Hòa,Điểm tham quan du lịch,Việt Nam,20.492846,105.9294,Điểm tham quan du lịch tại Việt Nam
làng nghề sừng Mỹ nghệ Đô Hai,Điểm tham quan du lịch,Việt Nam,20.427993,106.066122,Điểm tham quan du lịch tại Việt Nam
Làng nghề nấu rượu Kiên Lao,Điểm tham quan du lịch,Việt Nam,20.272434,106.340273,Điểm tham quan du lịch tại Việt Nam
Làng mây tre đan Thạch Cầu,Điểm tham quan du lịch,Việt Nam,20.297449,106.205767,Điểm tham quan du lịch tại Việt Nam
Làng nặn tò he Hà Dương,Điểm tham quan du lịch,Việt Nam,20.235853,106.124221,Điểm tham quan du lịch tại Việt Nam
Hưng Thành,Khách sạn / Nghỉ dưỡng,Việt Nam,10.799231,106.657561,Khách sạn / Nghỉ dưỡng tại Nguyễn Thái Bình
Gio Bien Resort,Khách sạn / Nghỉ dưỡng,Việt Nam,10.373831,103.858098,Khách sạn / Nghỉ dưỡng tại Việt Nam
Camia Resort and Spa,Khách sạn / Nghỉ dưỡng,Việt Nam,10.264355,103.931215,Khách sạn / Nghỉ dưỡng tại Việt Nam
Bhaya Cruise Check In Lounge,Khách sạn / Nghỉ dưỡng,Việt Nam,20.920038,106.985574,Khách sạn / Nghỉ dưỡng tại Nhà Nghĩ Tuần Châu
Tinh Vuong Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,21.387407,103.017258,Khách sạn / Nghỉ dưỡng tại Việt Nam
Chợ đêm Pà Cò,Chợ truyền thống,Việt Nam,20.749391,104.905054,Chợ truyền thống tại Việt Nam
Mama Chang,Nhà hàng ẩm thực,Việt Nam,20.860687,106.685052,Nhà hàng ẩm thực tại Việt Nam
Banh da cua Hai Phong,Nhà hàng ẩm thực,Việt Nam,20.85708,106.685941,Nhà hàng ẩm thực tại Việt Nam
Oc 131,Nhà hàng ẩm thực,Việt Nam,20.843162,106.678688,Nhà hàng ẩm thực tại Việt Nam
steak pizza beer,Nhà hàng ẩm thực,Việt Nam,20.859743,106.684042,Nhà hàng ẩm thực tại Việt Nam
Mon An Chay / Vegetarian,Nhà hàng ẩm thực,Việt Nam,20.860608,106.685416,Nhà hàng ẩm thực tại Việt Nam
Banh Da Cua,Nhà hàng ẩm thực,Việt Nam,20.85617,106.684718,Nhà hàng ẩm thực tại Việt Nam
SM Coffee,Quán Cà phê / Check-in,Hồ Chí Minh,10.867037,106.664926,"Quán Cà phê / Check-in tại Gò Sao, Thạnh Xuân"
Bếp Quê,Nhà hàng ẩm thực,Việt Nam,16.065987,108.223719,Nhà hàng ẩm thực tại Đường Trần Phú
Cà Phê Giảng - Cà Phê Trứng,Quán Cà phê / Check-in,Hà Nội,21.033606,105.854622,Quán Cà phê / Check-in tại Phố Nguyễn Hữu Huân
Nhà Hàng Luna D' Autunno,Nhà hàng ẩm thực,Việt Nam,21.026403,105.842688,Nhà hàng ẩm thực tại Nam Ngư
Wine Garden,Nhà hàng ẩm thực,Hà Nội,21.018566,105.795376,Nhà hàng ẩm thực tại Hà Nội
Siêu thị bánh tráng TANA (cơ sở Lê Lai - Hà Đông,Nhà hàng ẩm thực,Việt Nam,20.966646,105.779551,Nhà hàng ẩm thực tại Lê Lai
Quán chay Hai Tiếng,Nhà hàng ẩm thực,Dĩ An,10.900339,106.828117,Nhà hàng ẩm thực tại N3
Chùa Thiện Quang,Di tích tôn giáo / Chùa / Đền,Việt Nam,10.97099,108.261586,Di tích tôn giáo / Chùa / Đền tại Việt Nam
Dudu Cafe Hoi An,Quán Cà phê / Check-in,Việt Nam,15.8775,108.331712,Quán Cà phê / Check-in tại Trần Phú
King Cổng Trời,Quán Cà phê / Check-in,Tam Đảo,21.455562,105.640511,Quán Cà phê / Check-in tại Tam Đảo
VVegan,Nhà hàng ẩm thực,Việt Nam,15.876625,108.327607,Nhà hàng ẩm thực tại Nguyen Thai Hoc
Way Coffee & Tea,Quán Cà phê / Check-in,Phú Quốc,10.216159,103.968809,Quán Cà phê / Check-in tại Phú Quốc
Thang Nhung,Nhà hàng ẩm thực,Việt Nam,17.611153,106.307546,Nhà hàng ẩm thực tại Việt Nam
Homestay Y Sao,Homestay du lịch,Việt Nam,20.749773,104.90531,Homestay du lịch tại Việt Nam
Pa Co Home,Homestay du lịch,Việt Nam,20.749992,104.906706,Homestay du lịch tại Việt Nam
D. House Đà Lạt Homestay,Khách sạn / Nghỉ dưỡng,Việt Nam,11.930706,108.464292,Khách sạn / Nghỉ dưỡng tại Hoàng Hoa Thám
Bảo Anh Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,20.860797,106.685054,Khách sạn / Nghỉ dưỡng tại Việt Nam
Hanoi Little Town,Khách sạn / Nghỉ dưỡng,Việt Nam,21.037094,105.848539,Khách sạn / Nghỉ dưỡng tại Hàng Lược
Lantana Hoi An Boutique Hotel,Khách sạn / Nghỉ dưỡng,Hội An,15.875817,108.322267,Khách sạn / Nghỉ dưỡng tại Thoại Ngọc Hầu
Nhà Hàng Lẩu Tứ Xuyên,Nhà hàng ẩm thực,Việt Nam,20.860894,106.685602,Nhà hàng ẩm thực tại Phố Minh Khai
Sua Chua Nep Cam,Quán Cà phê / Check-in,Hải Phòng,20.843511,106.691702,Quán Cà phê / Check-in tại Phố Đình Đông
Yumi,Nhà hàng ẩm thực,Việt Nam,20.843466,106.691618,Nhà hàng ẩm thực tại Việt Nam
Banh Mi Pate,Nhà hàng ẩm thực,Việt Nam,20.861021,106.682345,Nhà hàng ẩm thực tại Phố Đinh Tiên Hoàng
Language Cafe,Quán Cà phê / Check-in,Việt Nam,20.857874,106.684045,Quán Cà phê / Check-in tại Việt Nam
Phở Hà Thành,Nhà hàng ẩm thực,Việt Nam,20.864217,106.66509,Nhà hàng ẩm thực tại Việt Nam
Cộng Cà Phê,Quán Cà phê / Check-in,Việt Nam,10.770704,106.68791,Quán Cà phê / Check-in tại Sương Nguyệt Anh
Donla coffe and restaurant,Quán Cà phê / Check-in,Việt Nam,14.706331,107.550705,Quán Cà phê / Check-in tại Việt Nam
Nha Luom,Quán Cà phê / Check-in,Thành phố Hải Phòng,20.858812,106.687231,Quán Cà phê / Check-in tại Phố Trần Phú
Bít Têt Trinh,Nhà hàng ẩm thực,Thành phố Hải Phòng,20.858803,106.687169,Nhà hàng ẩm thực tại Phố Trần Phú
Katinat,Quán Cà phê / Check-in,Việt Nam,12.241763,109.195694,Quán Cà phê / Check-in tại Việt Nam
Bánh Đa Cua Cô Yên,Nhà hàng ẩm thực,Việt Nam,20.859467,106.686297,Nhà hàng ẩm thực tại Việt Nam
MAN Coffee,Quán Cà phê / Check-in,Việt Nam,20.862756,106.665657,Quán Cà phê / Check-in tại Việt Nam
Q. House,Quán Cà phê / Check-in,Việt Nam,15.984481,108.226845,Quán Cà phê / Check-in tại Đường Ban Ban 6
Thai Milk Tea,Quán Cà phê / Check-in,Hải Phòng,20.843583,106.690997,Quán Cà phê / Check-in tại Phố Đình Đông
Tuan,Quán Cà phê / Check-in,Việt Nam,12.227572,109.19925,Quán Cà phê / Check-in tại Việt Nam
Restaurant JM Casavilla Retreat Phu Quoc,Nhà hàng ẩm thực,Thành phố Phú Quốc,10.24973,104.080172,Nhà hàng ẩm thực tại Thành phố Phú Quốc
Bánh Canh Cá Lóc Bột Gạo,Nhà hàng ẩm thực,Việt Nam,10.788385,106.752101,Nhà hàng ẩm thực tại Đường Số 1
Quán Ăn Thanh Tùng,Nhà hàng ẩm thực,Việt Nam,10.7884,106.752192,Nhà hàng ẩm thực tại Đường Số 1
Bún Thịt Nướng Hân Hân,Nhà hàng ẩm thực,Việt Nam,10.788412,106.752252,Nhà hàng ẩm thực tại Đường Số 1
Laguna Coffee,Quán Cà phê / Check-in,Việt Nam,20.923393,106.982149,Quán Cà phê / Check-in tại Việt Nam
Milano Coffee,Quán Cà phê / Check-in,Việt Nam,20.8491,106.670869,Quán Cà phê / Check-in tại Việt Nam
Olak Coffee,Quán Cà phê / Check-in,"Thủ Đức, Hồ Chí Minh",10.823269,106.769168,Quán Cà phê / Check-in tại 268
Cà Phê Trứng Nàng K,Quán Cà phê / Check-in,Việt Nam,10.752854,106.719747,Quán Cà phê / Check-in tại Đường Tân Mỹ
Nhà Hàng Hải Sản Phi Phố Biển,Nhà hàng ẩm thực,Việt Nam,10.775182,106.671836,Nhà hàng ẩm thực tại Việt Nam
Tu Du's Tomb,Di tích tôn giáo / Chùa / Đền,Việt Nam,16.414698,107.571862,Di tích tôn giáo / Chùa / Đền tại Việt Nam
Cafe Sông Giồng,Quán Cà phê / Check-in,Việt Nam,10.788581,106.753166,Quán Cà phê / Check-in tại Thân Văn Nhiếp
Quán Mì Quảng Xa Quê,Nhà hàng ẩm thực,Việt Nam,10.788771,106.753139,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Bún Riêu Canh Bún 303 Thân Văn Nhiếp,Nhà hàng ẩm thực,Việt Nam,10.788839,106.753169,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Cơm Chay Thuận Thiên,Nhà hàng ẩm thực,Việt Nam,10.788988,106.75319,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Buffet Chay Lẩu Alacarte Bảo Anh,Nhà hàng ẩm thực,Việt Nam,10.789023,106.753186,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Quán Nhậu Sông Giồng Quán,Nhà hàng ẩm thực,Việt Nam,10.789102,106.753196,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Quán Cơm Gà Cô Chín,Nhà hàng ẩm thực,Việt Nam,10.790022,106.753846,Nhà hàng ẩm thực tại Việt Nam
Nhà Hàng Chay Bồ Đề Tịnh Tâm,Nhà hàng ẩm thực,Việt Nam,10.789551,106.753485,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Cafe My,Quán Cà phê / Check-in,Việt Nam,10.789699,106.753561,Quán Cà phê / Check-in tại Thân Văn Nhiếp
Bò Bít Tết Cô Khuê,Nhà hàng ẩm thực,Việt Nam,10.789195,106.753248,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Cafe Cô Khuê,Quán Cà phê / Check-in,Việt Nam,10.789189,106.753231,Quán Cà phê / Check-in tại Thân Văn Nhiếp
Bánh Xèo Cô Ba Miền Tây,Nhà hàng ẩm thực,Việt Nam,10.789248,106.753279,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Bánh Canh Cá Lóc Bún Riêu Cô Ba Miền Tây,Nhà hàng ẩm thực,Việt Nam,10.789289,106.753292,Nhà hàng ẩm thực tại Thân Văn Nhiếp
Nhà Hàng Gimbap House,Nhà hàng ẩm thực,Việt Nam,21.026799,105.844855,Nhà hàng ẩm thực tại Việt Nam
Phở Tư Lùn,Nhà hàng ẩm thực,Việt Nam,21.023961,105.853787,Nhà hàng ẩm thực tại 23C Hai Bà Trưng
Simisi,Nhà hàng ẩm thực,Việt Nam,21.023157,105.808193,Nhà hàng ẩm thực tại Phố Chùa Láng
越聚小镇,Nhà hàng ẩm thực,Việt Nam,22.508493,103.960824,Nhà hàng ẩm thực tại Việt Nam
Highlands Coffee,Quán Cà phê / Check-in,Việt Nam,21.023301,105.809692,Quán Cà phê / Check-in tại Việt Nam
Ding Tea,Quán Cà phê / Check-in,Việt Nam,21.023367,105.807027,Quán Cà phê / Check-in tại Chùa Láng
Guitar Coffee,Quán Cà phê / Check-in,Cần Thơ,9.996017,105.715979,Quán Cà phê / Check-in tại Bông Vang
Khu du lịch sinh thái Master Hải,Nhà hàng ẩm thực,Việt Nam,10.305887,103.92582,Nhà hàng ẩm thực tại Việt Nam
Bún Bò O Hoa,Nhà hàng ẩm thực,Việt Nam,10.499124,107.180727,Nhà hàng ẩm thực tại Việt Nam
Thyty thailan,Nhà hàng ẩm thực,Ho Chi Minh City,10.742592,106.62377,Nhà hàng ẩm thực tại Đường An Dương Vương
Восточка,Nhà hàng ẩm thực,Nha Trang,12.225641,109.200315,Nhà hàng ẩm thực tại 100/8D Tran Phu
Cà Phê Cốt Dừa Cô Hạnh - Cơ Sở Nguyễn Khang,Quán Cà phê / Check-in,Hà Nội,21.022508,105.799044,Quán Cà phê / Check-in tại Đường Nguyễn Khang
Tìm Kàfe,Quán Cà phê / Check-in,Xã Trung Chánh,10.866468,106.614219,Quán Cà phê / Check-in tại Nguyễn Hữu Cầu
TẬP THỂ NGHỆ THUẬT LƯỜI BIẾNG,Quán Cà phê / Check-in,Phúc Yên,21.235121,105.712166,Quán Cà phê / Check-in tại Đường Nguyễn Lương Bằng
CAFECUB,Quán Cà phê / Check-in,Hồ Chí Minh,10.756239,106.702161,Quán Cà phê / Check-in tại Đường Vĩnh Hội
Sunshine Books and Coffee,Quán Cà phê / Check-in,Việt Nam,20.273489,105.959122,Quán Cà phê / Check-in tại Việt Nam
Secret Garden,Nhà hàng ẩm thực,Việt Nam,10.768916,106.698367,Nhà hàng ẩm thực tại Calmette
Chợ đêm Na Hang,Chợ truyền thống,Việt Nam,22.347856,105.381227,Chợ truyền thống tại Việt Nam
Old Mosque,Điểm tham quan du lịch,Việt Nam,20.856344,106.684594,Điểm tham quan du lịch tại Phố Nguyễn Khuyến
FLC City Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,13.754343,109.216652,Khách sạn / Nghỉ dưỡng tại Lý Thái Tổ
Pearl Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,20.923292,106.982249,Khách sạn / Nghỉ dưỡng tại Việt Nam
Charmhill Hotel,Khách sạn / Nghỉ dưỡng,Việt Nam,20.918069,106.986607,Khách sạn / Nghỉ dưỡng tại Việt Nam
340-342 Trần Khát Chân,Khách sạn / Nghỉ dưỡng,Việt Nam,21.009341,105.858295,Khách sạn / Nghỉ dưỡng tại Việt Nam
Hủ tiếu mực - Hải sản Vũng Tàu,Nhà hàng ẩm thực,Hồ Chí Minh,10.81761,106.637226,Nhà hàng ẩm thực tại Phạm Văn Bạch
Mì Cay SEOUL Hải Châu,Nhà hàng ẩm thực,Đà Nẵng,16.054371,108.222411,Nhà hàng ẩm thực tại Đường 2 Tháng 9
Bún bò Huế O Lộc,Nhà hàng ẩm thực,Việt Nam,20.964171,105.783149,Nhà hàng ẩm thực tại Hà Trì
Xéo Quán,Nhà hàng ẩm thực,Việt Nam,20.847636,104.63897,Nhà hàng ẩm thực tại Việt Nam
Phở Muslim,Nhà hàng ẩm thực,Việt Nam,10.757635,106.687285,Nhà hàng ẩm thực tại Việt Nam
Cơm Gà Hội An Bắc Ninh,Nhà hàng ẩm thực,Bắc Ninh,21.182507,106.070487,Nhà hàng ẩm thực tại Phố Nguyễn Đăng
Lẩu Nướng Đường Phố Tomyum,Nhà hàng ẩm thực,Bắc Ninh,21.174117,106.058496,Nhà hàng ẩm thực tại Đường Ngô Tất Tố
Quán bia Thuý Bình,Nhà hàng ẩm thực,Việt Nam,20.611073,105.025362,Nhà hàng ẩm thực tại Việt Nam
Cơm Sườn Linh Min,Nhà hàng ẩm thực,Bắc Ninh,21.180806,106.064708,Nhà hàng ẩm thực tại Đường Trần Hưng Đạo
ZyzHouse,Quán Cà phê / Check-in,Bắc Ninh,21.181219,106.069378,Quán Cà phê / Check-in tại Đường Nguyễn Đăng Đạo
김가네양꼬치,Nhà hàng ẩm thực,Bắc Ninh,21.174073,106.058519,Nhà hàng ẩm thực tại Đường Ngô Tất Tố
Ucc Coffee Roastery - Nguyễn Hữu Cảnh,Quán Cà phê / Check-in,Việt Nam,10.791032,106.719411,Quán Cà phê / Check-in tại Việt Nam
Pho 24,Nhà hàng ẩm thực,Việt Nam,10.789199,106.71742,Nhà hàng ẩm thực tại Việt Nam
Hayan - Taste of the World,Nhà hàng ẩm thực,Việt Nam,13.085553,109.300236,Nhà hàng ẩm thực tại Lê Thánh Tôn
Wow pizza,Quán Cà phê / Check-in,Việt Nam,12.226902,109.199423,Quán Cà phê / Check-in tại Việt Nam
Hoi Han Sense,Nhà hàng ẩm thực,Việt Nam,10.790387,106.698789,Nhà hàng ẩm thực tại Việt Nam
Tadian,Nhà hàng ẩm thực,Hà Nội,21.036128,105.846596,Nhà hàng ẩm thực tại Phố Cổng Đục
"Amazing views on top of war ruins; difficult access, up from a stepladder and between branches.",Điểm ngắm cảnh thiên nhiên,Việt Nam,20.261662,105.982686,Điểm ngắm cảnh thiên nhiên tại Việt Nam
Khách sạn Phượng Hoàng 3,Khách sạn / Nghỉ dưỡng,Bắc Ninh,21.180995,106.071032,Khách sạn / Nghỉ dưỡng tại Đường Hai Bà Trưng
Smart Hotel,Khách sạn / Nghỉ dưỡng,Bắc Ninh,21.178159,106.068868,Khách sạn / Nghỉ dưỡng tại Phố Tô Vĩnh Diện
